method,split,start,last_sample,end_exclusive_estimated,n_samples,estimated_minutes,dominant_increase_metric,max_score,rtt_ms,jitter_ms,loss_rate,dns_latency_ms,http_latency_ms
isolation_forest,train,2026-08-24 21:21:30+07:00,2026-08-24 21:23:00+07:00,2026-08-24 21:23:30+07:00,4,2.0,http_latency_ms,0.6156540612144153,163.11077500000002,21.007725,0.15625,187.11624999999998,1764.6222500000001
isolation_forest,train,2026-08-24 21:24:30+07:00,2026-08-24 21:31:30+07:00,2026-08-24 21:32:00+07:00,15,7.5,http_latency_ms,0.6269070053108805,159.42265333333336,23.770913333333333,0.155,181.0357533333333,1785.24768
isolation_forest,train,2026-08-24 21:36:00+07:00,2026-08-24 21:38:30+07:00,2026-08-24 21:39:00+07:00,6,3.0,http_latency_ms,0.6128413544471177,147.84398333333334,22.146166666666662,0.1416666666666667,163.20444999999998,1596.7257166666668
isolation_forest,train,2026-08-24 21:43:00+07:00,2026-08-24 21:44:30+07:00,2026-08-24 21:45:00+07:00,4,2.0,http_latency_ms,0.6212394337691917,136.63842499999998,15.975899999999998,0.19374999999999998,149.12195,1460.90705
isolation_forest,train,2026-08-25 06:22:00+07:00,2026-08-25 06:57:30+07:00,2026-08-25 06:58:00+07:00,72,36.0,jitter_ms,0.7870121789422854,148.65886111111112,137.33970555555555,0.0,82.08641527777779,1560.808501388889
isolation_forest,train,2026-08-25 07:12:30+07:00,2026-08-25 07:17:00+07:00,2026-08-25 07:17:30+07:00,10,5.0,jitter_ms,0.6249228470322797,80.17,40.38665,0.0,110.30605,652.22776
isolation_forest,train,2026-08-25 07:26:30+07:00,2026-08-25 07:32:30+07:00,2026-08-25 07:33:00+07:00,13,6.5,jitter_ms,0.6588296977167034,108.4403846153846,81.22045384615384,0.0,71.45916923076922,832.2160153846154
isolation_forest,train,2026-08-25 20:53:00+07:00,2026-08-25 20:55:00+07:00,2026-08-25 20:55:30+07:00,5,2.5,http_latency_ms,0.6149729978047611,161.48791999999997,24.701659999999997,0.05,170.89874,1689.819
isolation_forest,train,2026-08-25 20:58:30+07:00,2026-08-25 21:24:30+07:00,2026-08-25 21:25:00+07:00,53,26.5,http_latency_ms,0.6708604708129497,172.13930188679248,24.919037735849052,0.14528301886792455,185.87008113207548,1830.9159188679248
isolation_forest,train,2026-08-25 21:32:00+07:00,2026-08-25 21:33:00+07:00,2026-08-25 21:33:30+07:00,3,1.5,http_latency_ms,0.6326948399191697,164.0675666666667,16.708199999999998,0.17500000000000002,168.69966666666667,1684.9954333333335
isolation_forest,train,2026-08-26 20:49:00+07:00,2026-08-26 20:53:30+07:00,2026-08-26 20:54:00+07:00,10,5.0,http_latency_ms,0.630218300067622,157.79882000000003,18.582810000000002,0.195,167.38572000000002,1649.71767
isolation_forest,train,2026-08-26 21:01:00+07:00,2026-08-26 21:24:00+07:00,2026-08-26 21:24:30+07:00,47,23.5,http_latency_ms,0.6575949865898919,170.82020212765957,23.82430212765957,0.13351063829787235,187.3008659574468,1831.1725510638294
isolation_forest,train,2026-08-26 21:29:30+07:00,2026-08-26 21:34:00+07:00,2026-08-26 21:34:30+07:00,10,5.0,http_latency_ms,0.6351279540700702,155.46652999999998,17.66091,0.195,164.7135,1664.5366900000001
isolation_forest,train,2026-08-26 23:20:00+07:00,2026-08-26 23:26:00+07:00,2026-08-26 23:26:30+07:00,13,6.5,jitter_ms,0.743531009860972,125.08600000000001,192.7353,0.01153846153846154,62.7974,718.9611230769232
isolation_forest,train,2026-08-26 23:28:30+07:00,2026-08-26 23:54:30+07:00,2026-08-26 23:55:00+07:00,53,26.5,jitter_ms,0.7525359035329301,142.2712264150943,165.23580566037737,0.0,91.00442830188679,549.2236660377358
isolation_forest,train,2026-08-27 00:13:30+07:00,2026-08-27 00:18:00+07:00,2026-08-27 00:18:30+07:00,10,5.0,jitter_ms,0.7075682850720993,133.1825,211.84668000000002,0.0,50.17886,486.42656999999997
isolation_forest,train,2026-08-27 00:29:00+07:00,2026-08-27 00:33:30+07:00,2026-08-27 00:34:00+07:00,10,5.0,jitter_ms,0.7115327439085277,143.4175,232.74003,0.0,54.013369999999995,536.02334
